train_loss,step,epoch,val_loss
0.9114115834236145,3499,7,
0.6931342482566833,3549,7,
0.9450912475585938,3599,7,
0.8417454361915588,3649,7,
0.6202898621559143,3699,7,
0.9780848026275635,3749,7,
,3751,7,0.46371573209762573
0.7783767580986023,3799,8,
0.9546361565589905,3849,8,
0.7040586471557617,3899,8,
0.895182192325592,3949,8,
1.1136457920074463,3999,8,
0.6538435220718384,4049,8,
0.7162728905677795,4099,8,
0.8653605580329895,4149,8,
0.7541616559028625,4199,8,
,4220,8,0.44129008054733276
0.6355282664299011,4249,9,
0.789300799369812,4299,9,
0.7791407108306885,4349,9,
0.675730288028717,4399,9,
0.7509554624557495,4449,9,
0.841660737991333,4499,9,
0.7577341198921204,4549,9,
0.6428865790367126,4599,9,
0.9493705630302429,4649,9,
,4689,9,0.426984041929245
0.8518067002296448,4699,10,
0.7904484272003174,4749,10,
1.0298938751220703,4799,10,
0.6263930797576904,4849,10,
0.8750948905944824,4899,10,
0.7744441628456116,4949,10,
0.9063314199447632,4999,10,
0.8657234907150269,5049,10,
0.7360561490058899,5099,10,
0.7844550609588623,5149,10,
,5158,10,0.4127625524997711
0.8398126363754272,5199,11,
1.0550442934036255,5249,11,
0.7136720418930054,5299,11,
0.6176788210868835,5349,11,
0.7610272169113159,5399,11,
0.8762291669845581,5449,11,
0.6717963814735413,5499,11,
0.8317404985427856,5549,11,
0.6490088105201721,5599,11,
,5627,11,0.40329432487487793
0.7323935627937317,5649,12,
0.672615647315979,5699,12,
0.8288050293922424,5749,12,
0.6613175868988037,5799,12,
0.7884833812713623,5849,12,
0.942503809928894,5899,12,
0.8186629414558411,5949,12,
0.8283761143684387,5999,12,
0.7970938086509705,6049,12,
,6096,12,0.3968035876750946
0.6939746737480164,6099,13,
0.7460476756095886,6149,13,
1.0252236127853394,6199,13,
0.6628782153129578,6249,13,
0.7706271409988403,6299,13,
0.8899733424186707,6349,13,
0.8407306671142578,6399,13,
0.7659081220626831,6449,13,
0.7419443130493164,6499,13,
0.6647076606750488,6549,13,
,6565,13,0.3773251473903656
0.6908779740333557,6599,14,
0.6636845469474792,6649,14,
0.8342940211296082,6699,14,
0.762223482131958,6749,14,
1.0107548236846924,6799,14,
0.8110825419425964,6849,14,
0.897680401802063,6899,14,
0.914480447769165,6949,14,
0.614679217338562,6999,14,
,7034,14,0.37120264768600464
0.6196384429931641,7049,15,
0.7626575827598572,7099,15,
0.7164151072502136,7149,15,
0.7324560880661011,7199,15,
0.7783688306808472,7249,15,
0.5441689491271973,7299,15,
0.7584199905395508,7349,15,
0.7372357845306396,7399,15,
0.8051596879959106,7449,15,
0.6340110301971436,7499,15,
,7503,15,0.3553740680217743
0.8168191909790039,7549,16,
0.7802998423576355,7599,16,
0.8058561682701111,7649,16,
0.7133270502090454,7699,16,
0.8434945344924927,7749,16,
0.8126770257949829,7799,16,
0.7532399296760559,7849,16,
0.7859804630279541,7899,16,
0.7824609279632568,7949,16,
,7972,16,0.34792837500572205
0.6582739949226379,7999,17,
0.6507294774055481,8049,17,
0.6414981484413147,8099,17,
0.8397431373596191,8149,17,
0.8227331042289734,8199,17,
0.57963627576828,8249,17,
0.6655070185661316,8299,17,
0.5152401328086853,8349,17,
0.7086434364318848,8399,17,
,8441,17,0.34254056215286255
0.8182100057601929,8449,18,
0.8876212239265442,8499,18,
0.685744047164917,8549,18,
0.8182941675186157,8599,18,
0.8205231428146362,8649,18,
0.5784446597099304,8699,18,
0.8081914186477661,8749,18,
0.7568265795707703,8799,18,
0.8519391417503357,8849,18,
0.5770375728607178,8899,18,
,8910,18,0.33960574865341187
0.5647492408752441,8949,19,
0.6558151245117188,8999,19,
0.8879076242446899,9049,19,
0.6150611042976379,9099,19,
0.661040723323822,9149,19,
0.7314899563789368,9199,19,
0.4829975366592407,9249,19,
0.7428045868873596,9299,19,
0.6554238796234131,9349,19,
,9379,19,0.3293026387691498
0.5545704364776611,9399,20,
0.8102530837059021,9449,20,
0.726631224155426,9499,20,
0.511880099773407,9549,20,
0.5948179960250854,9599,20,
0.9755628705024719,9649,20,
0.5916355848312378,9699,20,
0.9622461199760437,9749,20,
0.8133988976478577,9799,20,
,9848,20,0.32463744282722473
0.5860474705696106,9849,21,
0.7020151019096375,9899,21,
0.7879952192306519,9949,21,
0.6938620805740356,9999,21,
0.7098734974861145,10049,21,
0.8498619198799133,10099,21,
0.6681179404258728,10149,21,
0.6202352643013,10199,21,
0.8895778059959412,10249,21,
0.8047274351119995,10299,21,
,10317,21,0.3278502821922302
0.6020577549934387,10349,22,
0.5994045734405518,10399,22,
0.7666066288948059,10449,22,
0.7409858703613281,10499,22,
0.6355613470077515,10549,22,
0.5406924486160278,10599,22,
0.6923851370811462,10649,22,
0.5983307957649231,10699,22,
0.718999981880188,10749,22,
,10786,22,0.32439857721328735
0.776705801486969,10799,23,
0.6288939118385315,10849,23,
0.7733955383300781,10899,23,
0.8672890067100525,10949,23,
1.151425838470459,10999,23,
0.6120498180389404,11049,23,
0.6541375517845154,11099,23,
0.9144204258918762,11149,23,
1.1635079383850098,11199,23,
0.6085429191589355,11249,23,
,11255,23,0.32253381609916687
0.7820567488670349,11299,24,
0.7099695205688477,11349,24,
0.7630559206008911,11399,24,
0.920676589012146,11449,24,
0.7173319458961487,11499,24,
0.7085713744163513,11549,24,
0.6199798583984375,11599,24,
1.0154272317886353,11649,24,
0.5855618715286255,11699,24,
,11724,24,0.3193834125995636
0.4382396638393402,11749,25,
0.8657631874084473,11799,25,
0.8097711801528931,11849,25,
0.561231791973114,11899,25,
0.692083477973938,11949,25,
0.7030279636383057,11999,25,
0.7667933702468872,12049,25,
0.7803385257720947,12099,25,
0.583879828453064,12149,25,
,12193,25,0.30864179134368896
0.589776337146759,12199,26,
0.5829945802688599,12249,26,
0.6912915706634521,12299,26,
0.6416352987289429,12349,26,
0.6471930742263794,12399,26,
0.7082445621490479,12449,26,
0.6571531891822815,12499,26,
0.876427948474884,12549,26,
0.7162148952484131,12599,26,
0.5126428604125977,12649,26,
,12662,26,0.3102119266986847
0.704168975353241,12699,27,
0.5206819176673889,12749,27,
0.8500782251358032,12799,27,
0.6558360457420349,12849,27,
0.6777259111404419,12899,27,
0.5715205669403076,12949,27,
0.7591073513031006,12999,27,
0.9746102690696716,13049,27,
0.7957642078399658,13099,27,
,13131,27,0.305056095123291
0.6023150682449341,13149,28,
0.6584027409553528,13199,28,
0.6970891952514648,13249,28,
0.5835726261138916,13299,28,
0.6531667709350586,13349,28,
0.5541892647743225,13399,28,
0.7090964913368225,13449,28,
0.7971269488334656,13499,28,
0.6593495607376099,13549,28,
0.5011053085327148,13599,28,
,13600,28,0.30119431018829346
0.5970996022224426,13649,29,
1.0138098001480103,13699,29,
0.7996729016304016,13749,29,
0.4315032958984375,13799,29,
0.7330873608589172,13849,29,
0.5781967043876648,13899,29,
0.7057885527610779,13949,29,
0.6727244853973389,13999,29,
0.5205517411231995,14049,29,
,14069,29,0.30343347787857056
0.6420518159866333,14099,30,
0.7907114028930664,14149,30,
0.732649564743042,14199,30,
0.5428583025932312,14249,30,
0.7784464359283447,14299,30,
0.4681941270828247,14349,30,
0.7625606656074524,14399,30,
0.7185007929801941,14449,30,
0.6810226440429688,14499,30,
,14538,30,0.3014821708202362
0.8842513561248779,14549,31,
0.7987571954727173,14599,31,
0.8367836475372314,14649,31,
0.5500298142433167,14699,31,
0.5003733038902283,14749,31,
0.7310320734977722,14799,31,
0.6832291483879089,14849,31,
0.758567750453949,14899,31,
0.5311904549598694,14949,31,
0.41608989238739014,14999,31,
,15007,31,0.29612481594085693
0.8408150672912598,15049,32,
0.7305764555931091,15099,32,
0.5938316583633423,15149,32,
0.7165384888648987,15199,32,
0.7247125506401062,15249,32,
0.7807315587997437,15299,32,
0.6277009844779968,15349,32,
0.6234064102172852,15399,32,
0.655190110206604,15449,32,
,15476,32,0.2960319221019745
0.7071050405502319,15499,33,
0.6895606517791748,15549,33,
0.6522083282470703,15599,33,
0.6338217258453369,15649,33,
0.5948485732078552,15699,33,
0.798130989074707,15749,33,
0.7827532887458801,15799,33,
0.6210802793502808,15849,33,
0.7050725221633911,15899,33,
,15945,33,0.2914262115955353
0.580300509929657,15949,34,
0.834129810333252,15999,34,
0.6261802315711975,16049,34,
0.5041143894195557,16099,34,
0.5121467709541321,16149,34,
1.020898461341858,16199,34,
0.5584987998008728,16249,34,
0.4791204333305359,16299,34,
0.6286035180091858,16349,34,
0.5828907489776611,16399,34,
,16414,34,0.28682488203048706
0.5772215127944946,16449,35,
0.6455323100090027,16499,35,
0.8214088678359985,16549,35,
0.4453708529472351,16599,35,
0.7875016927719116,16649,35,
0.7512624263763428,16699,35,
0.7473062872886658,16749,35,
0.8997541666030884,16799,35,
0.6102310419082642,16849,35,
,16883,35,0.28916823863983154
0.5740576386451721,16899,36,
0.6005056500434875,16949,36,
0.831756591796875,16999,36,
0.5148563385009766,17049,36,
0.6209912896156311,17099,36,
0.4752070903778076,17149,36,
0.6011626720428467,17199,36,
0.5857400298118591,17249,36,
0.679465651512146,17299,36,
0.4413638114929199,17349,36,
,17352,36,0.28674039244651794
0.5860205888748169,17399,37,
0.6578775644302368,17449,37,
0.5110697746276855,17499,37,
0.6056397557258606,17549,37,
0.5873258709907532,17599,37,
0.5239741802215576,17649,37,
0.8096556663513184,17699,37,
0.6151414513587952,17749,37,
0.4056136906147003,17799,37,
,17821,37,0.2870253026485443
0.5598020553588867,17849,38,
0.627517819404602,17899,38,
0.5723217129707336,17949,38,
0.6038780212402344,17999,38,
0.7739835381507874,18049,38,
0.6924970149993896,18099,38,
0.6096124649047852,18149,38,
0.7773544788360596,18199,38,
0.5138694047927856,18249,38,
,18290,38,0.27826565504074097
1.0067836046218872,18299,39,
0.47629445791244507,18349,39,
0.717886209487915,18399,39,
0.641674816608429,18449,39,
0.8347938656806946,18499,39,
0.7624022960662842,18549,39,
0.8980799317359924,18599,39,
0.5518430471420288,18649,39,
0.697192907333374,18699,39,
0.5215958952903748,18749,39,
,18759,39,0.27753299474716187
0.5521986484527588,18799,40,
0.5891889929771423,18849,40,
0.8398268818855286,18899,40,
0.6099299788475037,18949,40,
0.6577063202857971,18999,40,
0.655951976776123,19049,40,
0.45256879925727844,19099,40,
0.6514632701873779,19149,40,
0.6315301060676575,19199,40,
,19228,40,0.27934232354164124
0.60345858335495,19249,41,
0.5285243391990662,19299,41,
0.5132217407226562,19349,41,
0.4682919681072235,19399,41,
0.6257307529449463,19449,41,
0.5711303353309631,19499,41,
0.599612832069397,19549,41,
0.8465602993965149,19599,41,
0.5000234842300415,19649,41,
,19697,41,0.28028401732444763
0.7733486294746399,19699,42,
0.45843705534935,19749,42,
0.7814104557037354,19799,42,
0.6744699478149414,19849,42,
0.6056463122367859,19899,42,
0.4665750563144684,19949,42,
0.6678277850151062,19999,42,
0.7559102177619934,20049,42,
0.6423903703689575,20099,42,
0.6605939269065857,20149,42,
,20166,42,0.2825895845890045
