epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,49,,,0.28125,1.9463214874267578,,
0,99,,,0.375,1.7074182033538818,,
0,149,,,0.5078125,1.246729850769043,,
0,199,,,0.7109375,0.9417406916618347,,
0,249,,,0.6953125,0.9093658924102783,,
0,299,,,0.6484375,0.9377866983413696,,
0,349,,,0.796875,0.9370421171188354,,
0,399,,,0.6640625,0.8975648283958435,,
0,421,,,,,0.8708333373069763,0.4314073622226715
1,449,,,0.7734375,0.8361070156097412,,
1,499,,,0.8046875,0.6446696519851685,,
1,549,,,0.8203125,0.6884366869926453,,
1,599,,,0.828125,0.730915904045105,,
1,649,,,0.84375,0.5613662600517273,,
1,699,,,0.828125,0.5658971071243286,,
1,749,,,0.828125,0.7084495425224304,,
1,799,,,0.796875,0.6386196613311768,,
1,843,,,,,0.9168333411216736,0.30933621525764465
2,849,,,0.8125,0.613027811050415,,
2,899,,,0.78125,0.7677936553955078,,
2,949,,,0.8671875,0.5418493747711182,,
2,999,,,0.8046875,0.7737773656845093,,
2,1049,,,0.859375,0.5090768933296204,,
2,1099,,,0.796875,0.7125957608222961,,
2,1149,,,0.828125,0.6011326313018799,,
2,1199,,,0.9375,0.31834641098976135,,
2,1249,,,0.875,0.4480316638946533,,
2,1265,,,,,0.9319999814033508,0.25835302472114563
3,1299,,,0.8203125,0.5749061107635498,,
3,1349,,,0.828125,0.5746755003929138,,
3,1399,,,0.8671875,0.376800537109375,,
3,1449,,,0.8203125,0.7068026661872864,,
3,1499,,,0.859375,0.5754885673522949,,
3,1549,,,0.828125,0.5385708212852478,,
3,1599,,,0.84375,0.5187926888465881,,
3,1649,,,0.84375,0.4868886172771454,,
3,1687,,,,,0.9375,0.23414331674575806
4,1699,,,0.828125,0.5124625563621521,,
4,1749,,,0.890625,0.4599975049495697,,
4,1799,,,0.8671875,0.5485007762908936,,
4,1849,,,0.8828125,0.40016260743141174,,
4,1899,,,0.84375,0.5237488746643066,,
4,1949,,,0.875,0.5010527968406677,,
4,1999,,,0.8671875,0.6500298976898193,,
4,2049,,,0.875,0.46509331464767456,,
4,2099,,,0.875,0.42242127656936646,,
4,2109,,,,,0.9403333067893982,0.2171361893415451
5,2149,,,0.8359375,0.6718470454216003,,
5,2199,,,0.8984375,0.4912113547325134,,
5,2249,,,0.8203125,0.5782098174095154,,
5,2299,,,0.8515625,0.47121432423591614,,
5,2349,,,0.875,0.4471791982650757,,
5,2399,,,0.8828125,0.4432889223098755,,
5,2449,,,0.9296875,0.5546514391899109,,
5,2499,,,0.890625,0.4376111328601837,,
5,2531,,,,,0.9415000081062317,0.216349259018898
6,2549,,,0.8984375,0.3409571647644043,,
6,2599,,,0.8828125,0.4307158291339874,,
6,2649,,,0.890625,0.4547591805458069,,
6,2699,,,0.8515625,0.5408080816268921,,
6,2749,,,0.875,0.4529281556606293,,
6,2799,,,0.8671875,0.5123964548110962,,
6,2849,,,0.8359375,0.47421160340309143,,
6,2899,,,0.890625,0.4033429026603699,,
6,2949,,,0.890625,0.4690358638763428,,
6,2953,,,,,0.9436666369438171,0.21146661043167114
7,2999,,,0.90625,0.41431063413619995,,
7,3049,,,0.9140625,0.34431302547454834,,
7,3099,,,0.90625,0.2995260953903198,,
7,3149,,,0.859375,0.43899625539779663,,
7,3199,,,0.90625,0.31535667181015015,,
7,3249,,,0.890625,0.5049415826797485,,
7,3299,,,0.90625,0.3171065151691437,,
7,3349,,,0.8828125,0.3812757134437561,,
7,3375,,,,,0.9446666836738586,0.20493239164352417
8,3399,,,0.8828125,0.45333734154701233,,
8,3449,,,0.8984375,0.3784734606742859,,
8,3499,,,0.953125,0.23885098099708557,,
8,3549,,,0.84375,0.4122479557991028,,
8,3599,,,0.8828125,0.2738896906375885,,
8,3649,,,0.84375,0.6108488440513611,,
8,3699,,,0.8671875,0.5356948375701904,,
8,3749,,,0.859375,0.47738441824913025,,
8,3797,,,,,0.9486666917800903,0.19199325144290924
9,3799,,,0.8828125,0.4941099286079407,,
9,3849,,,0.8984375,0.41178345680236816,,
9,3899,,,0.875,0.3749806582927704,,
9,3949,,,0.890625,0.420296847820282,,
9,3999,,,0.9296875,0.2786096930503845,,
9,4049,,,0.9296875,0.2404673844575882,,
9,4099,,,0.8984375,0.5261008143424988,,
9,4149,,,0.890625,0.36588019132614136,,
9,4199,,,0.9140625,0.4036523997783661,,
9,4219,,,,,0.9490000009536743,0.193628191947937
10,4249,,,0.921875,0.4653884470462799,,
10,4299,,,0.890625,0.3581821024417877,,
10,4349,,,0.9296875,0.31648555397987366,,
10,4399,,,0.90625,0.4708878993988037,,
10,4449,,,0.8828125,0.4183187484741211,,
10,4499,,,0.9140625,0.5755391716957092,,
10,4549,,,0.90625,0.35953933000564575,,
10,4599,,,0.921875,0.32169559597969055,,
10,4641,,,,,0.949833333492279,0.18813981115818024
11,4649,,,0.890625,0.35366129875183105,,
11,4699,,,0.875,0.4372014105319977,,
11,4749,,,0.8828125,0.38682517409324646,,
