epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
15,6699,,,0.9375,0.14504531025886536,,
15,6749,,,0.9453125,0.15269841253757477,,
15,6751,,,,,0.9860000014305115,0.05155479535460472
16,6799,,,0.953125,0.13059189915657043,,
16,6849,,,0.953125,0.13301263749599457,,
16,6899,,,0.921875,0.2568715810775757,,
16,6949,,,0.9375,0.3039185106754303,,
16,6999,,,0.9375,0.15688012540340424,,
16,7049,,,0.90625,0.19633962213993073,,
16,7099,,,0.9375,0.16064897179603577,,
16,7149,,,0.9453125,0.1618337482213974,,
16,7173,,,,,0.987500011920929,0.04493710771203041
17,7199,,,0.9765625,0.104424849152565,,
17,7249,,,0.953125,0.15998418629169464,,
17,7299,,,0.9375,0.17937639355659485,,
17,7349,,,0.9296875,0.17691601812839508,,
17,7399,,,0.921875,0.1658494472503662,,
17,7449,,,0.9375,0.1763692945241928,,
17,7499,,,0.9453125,0.1361592710018158,,
17,7549,,,0.953125,0.1453874111175537,,
17,7595,,,,,0.9879999756813049,0.0471651628613472
18,7599,,,0.9375,0.14621174335479736,,
18,7649,,,0.9765625,0.10548380762338638,,
18,7699,,,0.9453125,0.12662583589553833,,
18,7749,,,0.9140625,0.237178236246109,,
18,7799,,,0.953125,0.1595047563314438,,
18,7849,,,0.9609375,0.10247919708490372,,
18,7899,,,0.9609375,0.1390516757965088,,
18,7949,,,0.8984375,0.22839149832725525,,
18,7999,,,0.921875,0.2099708765745163,,
18,8017,,,,,0.9890000224113464,0.049103058874607086
19,8049,,,0.9453125,0.13369174301624298,,
19,8099,,,0.9609375,0.1755983978509903,,
19,8149,,,0.921875,0.23261329531669617,,
19,8199,,,0.9375,0.21833163499832153,,
19,8249,,,0.9609375,0.15217359364032745,,
19,8299,,,0.9296875,0.1549355685710907,,
19,8349,,,0.9375,0.14451780915260315,,
19,8399,,,0.9609375,0.13003689050674438,,
19,8439,,,,,0.9878333210945129,0.047520603984594345
20,8449,,,0.9140625,0.2447289079427719,,
20,8499,,,0.9765625,0.1065693274140358,,
20,8549,,,0.921875,0.22103218734264374,,
20,8599,,,0.921875,0.21413691341876984,,
20,8649,,,0.921875,0.18187206983566284,,
20,8699,,,0.9765625,0.09024448692798615,,
20,8749,,,0.9375,0.1822565793991089,,
20,8799,,,0.9609375,0.12427904456853867,,
20,8849,,,0.9609375,0.08957740664482117,,
20,8861,,,,,0.9888333082199097,0.0452813059091568
21,8899,,,0.96875,0.11172476410865784,,
21,8949,,,0.921875,0.16943421959877014,,
21,8999,,,0.9296875,0.26104333996772766,,
21,9049,,,0.9375,0.11040175706148148,,
21,9099,,,0.96875,0.10794514417648315,,
21,9149,,,0.953125,0.16159409284591675,,
21,9199,,,0.9296875,0.17929121851921082,,
21,9249,,,0.9453125,0.18620848655700684,,
21,9283,,,,,0.9878333210945129,0.049970418214797974
22,9299,,,0.9375,0.11111219227313995,,
22,9349,,,0.9453125,0.14717258512973785,,
22,9399,,,0.96875,0.09705513715744019,,
22,9449,,,0.953125,0.1309574395418167,,
22,9499,,,0.9609375,0.14187243580818176,,
22,9549,,,0.921875,0.20770104229450226,,
22,9599,,,0.9296875,0.19595026969909668,,
22,9649,,,0.953125,0.12471484392881393,,
22,9699,,,0.9296875,0.19286152720451355,,
22,9705,,,,,0.9886666536331177,0.045627620071172714
23,9749,,,0.953125,0.11956433951854706,,
23,9799,,,0.9296875,0.14474385976791382,,
23,9849,,,0.9296875,0.17474058270454407,,
23,9899,,,0.9453125,0.1365864872932434,,
23,9949,,,0.953125,0.1297026425600052,,
23,9999,,,0.953125,0.10490509867668152,,
23,10049,,,0.921875,0.1688610017299652,,
23,10099,,,0.9140625,0.20101095736026764,,
23,10127,,,,,0.9881666898727417,0.05075788497924805
24,10149,,,0.9453125,0.16933520138263702,,
24,10199,,,0.9296875,0.14643383026123047,,
24,10249,,,0.953125,0.16226960718631744,,
24,10299,,,0.9609375,0.12140171229839325,,
24,10349,,,0.9609375,0.12793458998203278,,
24,10399,,,0.8984375,0.2544347941875458,,
24,10449,,,0.9296875,0.21656912565231323,,
24,10499,,,0.8984375,0.21310284733772278,,
24,10549,,,0.9375,0.15867531299591064,,
24,10549,,,,,0.987333357334137,0.05034801736474037
25,10599,,,0.96875,0.11741772294044495,,
25,10649,,,0.953125,0.11461543291807175,,
25,10699,,,0.9921875,0.07218989729881287,,
25,10749,,,0.9453125,0.16468483209609985,,
25,10799,,,0.9609375,0.10556657612323761,,
25,10849,,,0.953125,0.13189463317394257,,
25,10899,,,0.9296875,0.14353880286216736,,
25,10949,,,0.9375,0.12975147366523743,,
25,10971,,,,,0.9890000224113464,0.04764166101813316
26,10999,,,0.9375,0.1930115520954132,,
26,11049,,,0.921875,0.27094122767448425,,
26,11099,,,0.9375,0.2310524880886078,,
26,11149,,,0.9296875,0.17681996524333954,,
26,11199,,,0.9765625,0.10711183398962021,,
26,11249,,,0.9296875,0.14857961237430573,,
26,11299,,,0.9609375,0.08538027852773666,,
26,11349,,,0.96875,0.17606328427791595,,
26,11393,,,,,0.9901666641235352,0.044118478894233704
27,11399,,,0.9140625,0.19494637846946716,,
27,11449,,,0.953125,0.14222310483455658,,
27,11499,,,0.9375,0.2040160894393921,,
27,11549,,,0.9921875,0.06303218752145767,,
27,11599,,,0.96875,0.09860406816005707,,
27,11649,,,0.9296875,0.163364440202713,,
27,11699,,,0.9609375,0.09542553126811981,,
27,11749,,,0.96875,0.08338309079408646,,
27,11799,,,0.9140625,0.2709670960903168,,
27,11815,,,,,0.9893333315849304,0.04563048481941223
28,11849,,,0.984375,0.05875920504331589,,
28,11899,,,0.953125,0.11581430584192276,,
28,11949,,,0.9609375,0.09741688519716263,,
28,11999,,,0.953125,0.15677016973495483,,
28,12049,,,0.9609375,0.08282405138015747,,
28,12099,,,0.984375,0.10883849114179611,,
28,12149,,,0.953125,0.08651578426361084,,
28,12199,,,0.9765625,0.10635537654161453,,
28,12237,,,,,0.9884999990463257,0.04877748712897301
29,12249,,,0.9453125,0.13951051235198975,,
29,12299,,,0.9453125,0.13623686134815216,,
29,12349,,,0.953125,0.11947444826364517,,
29,12399,,,0.9453125,0.16019240021705627,,
29,12449,,,0.9375,0.13451707363128662,,
29,12499,,,0.953125,0.12451271712779999,,
29,12549,,,0.921875,0.16550114750862122,,
29,12599,,,0.9375,0.1599576473236084,,
29,12649,,,0.9375,0.13917113840579987,,
29,12659,,,,,0.9890000224113464,0.0501386821269989
30,12699,,,0.953125,0.15364018082618713,,
30,12749,,,0.96875,0.08752947300672531,,
30,12799,,,0.9140625,0.26315852999687195,,
30,12849,,,0.953125,0.13859666883945465,,
30,12899,,,0.96875,0.06942740082740784,,
30,12949,,,0.953125,0.15410774946212769,,
30,12999,,,0.921875,0.16152915358543396,,
30,13049,,,0.9453125,0.09654484689235687,,
30,13081,,,,,0.9896666407585144,0.05264454707503319
31,13099,,,0.984375,0.057789165526628494,,
31,13149,,,0.9375,0.12512674927711487,,
31,13199,,,0.9765625,0.10019023716449738,,
31,13249,,,0.984375,0.06926632672548294,,
31,13299,,,0.984375,0.08576278388500214,,
31,13349,,,0.96875,0.08081541210412979,,
31,13399,,,0.953125,0.10176496207714081,,
31,13449,,,0.96875,0.07863476872444153,,
31,13499,,,0.9453125,0.17404985427856445,,
31,13503,,,,,0.9890000224113464,0.048278748989105225
32,13549,,,0.9609375,0.11128052324056625,,
32,13599,,,0.9765625,0.13819453120231628,,
32,13649,,,0.9453125,0.1313387006521225,,
32,13699,,,0.96875,0.1003861129283905,,
32,13749,,,0.96875,0.08028386533260345,,
32,13799,,,0.8984375,0.253712922334671,,
32,13849,,,0.953125,0.15669313073158264,,
32,13899,,,0.9375,0.152726948261261,,
32,13925,,,,,0.9879999756813049,0.049747221171855927
33,13949,,,0.953125,0.11627330631017685,,
33,13999,,,0.9609375,0.1086682677268982,,
33,14049,,,0.9296875,0.16754291951656342,,
33,14099,,,0.984375,0.040286995470523834,,
33,14149,,,0.953125,0.09790337085723877,,
33,14199,,,0.9453125,0.13805875182151794,,
33,14249,,,0.9609375,0.08409667015075684,,
33,14299,,,0.8984375,0.22117501497268677,,
33,14347,,,,,0.987666666507721,0.053316451609134674
34,14349,,,0.90625,0.16478414833545685,,
34,14399,,,0.96875,0.057544879615306854,,
34,14449,,,0.9453125,0.16853155195713043,,
34,14499,,,0.96875,0.06234017014503479,,
34,14549,,,0.921875,0.21684595942497253,,
34,14599,,,0.9609375,0.102717824280262,,
34,14649,,,0.9609375,0.12682202458381653,,
34,14699,,,0.9765625,0.0860869288444519,,
34,14749,,,0.921875,0.17786747217178345,,
34,14769,,,,,0.9883333444595337,0.050745025277137756
35,14799,,,0.9375,0.1545504331588745,,
35,14849,,,0.921875,0.21930289268493652,,
35,14899,,,0.9375,0.20806553959846497,,
35,14949,,,0.9453125,0.17634743452072144,,
35,14999,,,0.90625,0.2091856300830841,,
35,15049,,,0.9453125,0.12718266248703003,,
35,15099,,,0.96875,0.1275915950536728,,
35,15149,,,0.9609375,0.11252050846815109,,
35,15191,,,,,0.9890000224113464,0.05176176875829697
36,15199,,,0.9296875,0.22624032199382782,,
36,15249,,,0.953125,0.10754681378602982,,
36,15299,,,0.921875,0.1415013074874878,,
36,15349,,,0.9609375,0.15049880743026733,,
36,15399,,,0.9296875,0.13549059629440308,,
36,15449,,,0.9296875,0.18121902644634247,,
36,15499,,,0.96875,0.08462431281805038,,
36,15549,,,0.921875,0.14743901789188385,,
36,15599,,,0.9609375,0.1100044772028923,,
36,15613,,,,,0.9888333082199097,0.05448872223496437
37,15649,,,0.96875,0.1293889582157135,,
37,15699,,,0.9453125,0.1423131823539734,,
37,15749,,,0.9921875,0.05294544994831085,,
37,15799,,,0.953125,0.12223606556653976,,
37,15849,,,0.96875,0.06706445664167404,,
37,15899,,,0.8984375,0.20715230703353882,,
37,15949,,,0.9609375,0.1058703139424324,,
37,15999,,,0.9921875,0.060366734862327576,,
37,16035,,,,,0.9890000224113464,0.04887114837765694
38,16049,,,0.9765625,0.08576198667287827,,
38,16099,,,0.9609375,0.12473755329847336,,
38,16149,,,0.9765625,0.07227984070777893,,
38,16199,,,0.953125,0.13753315806388855,,
38,16249,,,0.9765625,0.10192759335041046,,
38,16299,,,0.9609375,0.10403141379356384,,
38,16349,,,0.9375,0.18113374710083008,,
38,16399,,,0.96875,0.09155353903770447,,
38,16449,,,0.9453125,0.12447240203619003,,
38,16457,,,,,0.9898333549499512,0.04757758229970932
39,16499,,,0.9375,0.17204086482524872,,
39,16549,,,0.953125,0.10189617425203323,,
39,16599,,,0.9140625,0.1953497976064682,,
39,16649,,,0.96875,0.1099202036857605,,
39,16699,,,0.9765625,0.061544809490442276,,
39,16749,,,0.9296875,0.17125937342643738,,
39,16799,,,0.9609375,0.0925246924161911,,
39,16849,,,0.9296875,0.17521928250789642,,
39,16879,,,,,0.9881666898727417,0.05328512564301491
40,16899,,,0.984375,0.08992567658424377,,
40,16949,,,0.9453125,0.11146369576454163,,
40,16999,,,1.0,0.053528569638729095,,
40,17049,,,0.96875,0.10592614114284515,,
40,17099,,,0.9375,0.16564102470874786,,
40,17149,,,0.9609375,0.1322472244501114,,
40,17199,,,0.984375,0.05595676228404045,,
40,17249,,,0.9765625,0.09558572620153427,,
40,17299,,,0.9296875,0.19522744417190552,,
40,17301,,,,,0.9890000224113464,0.05516809970140457
41,17349,,,0.9140625,0.17309395968914032,,
41,17399,,,0.96875,0.13674695789813995,,
41,17449,,,0.9375,0.11150883883237839,,
41,17499,,,0.921875,0.24867309629917145,,
41,17549,,,0.9375,0.15249527990818024,,
41,17599,,,0.96875,0.10236981511116028,,
41,17649,,,0.9609375,0.10224950313568115,,
41,17699,,,0.953125,0.13807034492492676,,
41,17723,,,,,0.9890000224113464,0.04939429089426994
42,17749,,,0.9453125,0.14327435195446014,,
42,17799,,,0.9453125,0.13422377407550812,,
42,17849,,,0.96875,0.11856549233198166,,
42,17899,,,0.9609375,0.1061113178730011,,
42,17949,,,0.9375,0.15491178631782532,,
42,17999,,,0.953125,0.09885454922914505,,
42,18049,,,0.984375,0.08255339413881302,,
42,18099,,,0.984375,0.05016869679093361,,
42,18145,,,,,0.9881666898727417,0.05226001888513565
43,18149,,,0.9609375,0.11787102371454239,,
43,18199,,,0.96875,0.08965198695659637,,
43,18249,,,0.9453125,0.09240040928125381,,
43,18299,,,0.9609375,0.09852191060781479,,
43,18349,,,0.9296875,0.12926572561264038,,
43,18399,,,0.9453125,0.12881244719028473,,
43,18449,,,0.9375,0.1740042120218277,,
43,18499,,,0.96875,0.11307710409164429,,
43,18549,,,0.953125,0.12312383204698563,,
43,18567,,,,,0.9890000224113464,0.055996064096689224
44,18599,,,0.96875,0.06409213691949844,,
44,18649,,,0.9609375,0.09464335441589355,,
44,18699,,,0.9609375,0.09878494590520859,,
44,18749,,,0.9765625,0.08632529526948929,,
44,18799,,,0.9609375,0.1417788863182068,,
44,18849,,,0.96875,0.0739831030368805,,
44,18899,,,0.9609375,0.08500020205974579,,
44,18949,,,0.984375,0.0846794992685318,,
44,18989,,,,,0.9883333444595337,0.05497056245803833
45,18999,,,0.9375,0.20329605042934418,,
45,19049,,,0.9609375,0.13032230734825134,,
45,19099,,,0.9609375,0.08579964190721512,,
45,19149,,,0.921875,0.23222646117210388,,
45,19199,,,0.953125,0.13871251046657562,,
45,19249,,,0.9453125,0.09752333164215088,,
45,19299,,,0.9140625,0.1637735217809677,,
45,19349,,,0.9921875,0.041852302849292755,,
45,19399,,,0.9765625,0.08587024360895157,,
45,19411,,,,,0.9890000224113464,0.05481715500354767
46,19449,,,0.9765625,0.10403069108724594,,
46,19499,,,0.96875,0.11761444807052612,,
46,19549,,,0.9453125,0.13514672219753265,,
46,19599,,,0.9765625,0.07153861224651337,,
46,19649,,,0.9140625,0.20168890058994293,,
46,19699,,,0.9375,0.14870314300060272,,
46,19749,,,0.96875,0.09023217111825943,,
46,19799,,,0.96875,0.08827640861272812,,
46,19833,,,,,0.9886666536331177,0.06145849451422691
47,19849,,,0.96875,0.10866481065750122,,
47,19899,,,1.0,0.057473067194223404,,
47,19949,,,0.96875,0.11381722241640091,,
47,19999,,,0.9453125,0.1288541853427887,,
47,20049,,,0.9609375,0.10697920620441437,,
47,20099,,,0.9375,0.1615048497915268,,
47,20149,,,0.9765625,0.08957163989543915,,
47,20199,,,0.96875,0.10978011786937714,,
47,20249,,,0.90625,0.1873086839914322,,
47,20255,,,,,0.9884999990463257,0.06096893921494484
48,20299,,,0.9765625,0.06666707247495651,,
48,20349,,,0.9375,0.1309725046157837,,
48,20399,,,0.953125,0.13495148718357086,,
48,20449,,,0.9765625,0.09418534487485886,,
48,20499,,,0.9375,0.11592534184455872,,
48,20549,,,0.96875,0.06839466094970703,,
48,20599,,,0.9453125,0.12304719537496567,,
48,20649,,,0.9375,0.1875920444726944,,
48,20677,,,,,0.9884999990463257,0.05586256459355354
49,20699,,,0.9375,0.15204787254333496,,
49,20749,,,0.9375,0.13730566203594208,,
49,20799,,,0.9609375,0.10646960139274597,,
49,20849,,,0.984375,0.04505529999732971,,
49,20899,,,0.9375,0.16214343905448914,,
49,20949,,,0.9296875,0.18881897628307343,,
49,20999,,,0.953125,0.22057177126407623,,
49,21049,,,0.96875,0.10962894558906555,,
49,21099,,,0.9464285969734192,0.16962850093841553,,
49,21099,,,,,0.9886666536331177,0.05819375440478325
50,21149,,,0.984375,0.0523483082652092,,
50,21199,,,0.9453125,0.11769716441631317,,
50,21249,,,0.953125,0.14319275319576263,,
50,21299,,,0.9453125,0.13275030255317688,,
50,21349,,,0.9765625,0.10592899471521378,,
50,21399,,,0.96875,0.10042589902877808,,
50,21449,,,0.984375,0.1006724163889885,,
50,21499,,,0.9453125,0.11172587424516678,,
50,21521,,,,,0.9890000224113464,0.056705012917518616
51,21549,,,0.9609375,0.10888343304395676,,
51,21599,,,0.90625,0.24186968803405762,,
51,21649,,,0.953125,0.11491324752569199,,
51,21699,,,0.9453125,0.16488710045814514,,
51,21749,,,0.9453125,0.11793309450149536,,
51,21799,,,0.9609375,0.10220884531736374,,
51,21849,,,0.9765625,0.059981271624565125,,
51,21899,,,0.9609375,0.10884599387645721,,
51,21943,,,,,0.9896666407585144,0.05760772526264191
52,21949,,,0.9375,0.1881001591682434,,
52,21999,,,0.9375,0.13876347243785858,,
52,22049,,,0.90625,0.20251262187957764,,
52,22099,,,0.9296875,0.15711648762226105,,
52,22149,,,0.9765625,0.08386282622814178,,
52,22199,,,0.921875,0.21716618537902832,,
52,22249,,,0.9609375,0.13032416999340057,,
52,22299,,,0.9609375,0.11054779589176178,,
52,22349,,,0.9453125,0.18028311431407928,,
52,22365,,,,,0.9888333082199097,0.056386854499578476
53,22399,,,0.921875,0.1418607532978058,,
53,22449,,,0.96875,0.1397324800491333,,
53,22499,,,0.953125,0.12765315175056458,,
53,22549,,,0.9765625,0.10291857272386551,,
53,22599,,,0.953125,0.12429793179035187,,
53,22649,,,0.953125,0.09617284685373306,,
53,22699,,,0.953125,0.17782647907733917,,
53,22749,,,0.984375,0.06241237372159958,,
53,22787,,,,,0.9884999990463257,0.06137751787900925
54,22799,,,0.9296875,0.1723807007074356,,
54,22849,,,0.9453125,0.1212061271071434,,
54,22899,,,0.9609375,0.1353994607925415,,
54,22949,,,0.9609375,0.12951302528381348,,
54,22999,,,0.9296875,0.1838199347257614,,
54,23049,,,0.9609375,0.08595392107963562,,
54,23099,,,0.984375,0.063909150660038,,
54,23149,,,0.9609375,0.10967925935983658,,
54,23199,,,0.96875,0.09120606631040573,,
54,23209,,,,,0.9901666641235352,0.059306275099515915
55,23249,,,0.9609375,0.09653162211179733,,
55,23299,,,0.9609375,0.06800608336925507,,
55,23349,,,0.9453125,0.16263653337955475,,
55,23399,,,0.96875,0.08640488982200623,,
55,23449,,,0.984375,0.07149327546358109,,
55,23499,,,0.9375,0.1323273926973343,,
55,23549,,,0.984375,0.04552561417222023,,
55,23599,,,0.953125,0.13183844089508057,,
55,23631,,,,,0.9898333549499512,0.06115788593888283
56,23649,,,0.9609375,0.11938410997390747,,
56,23699,,,0.9609375,0.10227669775485992,,
56,23749,,,0.9453125,0.14928631484508514,,
56,23799,,,0.9765625,0.07311364263296127,,
56,23849,,,0.953125,0.12955808639526367,,
56,23899,,,0.9375,0.14485648274421692,,
56,23949,,,0.9765625,0.09313520044088364,,
56,23999,,,0.9375,0.13447889685630798,,
56,24049,,,0.984375,0.08328122645616531,,
56,24053,,,,,0.9881666898727417,0.06492054462432861
57,24099,,,0.9765625,0.06410221010446548,,
57,24149,,,0.9296875,0.1618000566959381,,
57,24199,,,0.9609375,0.08648249506950378,,
57,24249,,,0.9609375,0.11386502534151077,,
57,24299,,,0.9609375,0.09676608443260193,,
57,24349,,,0.96875,0.11658896505832672,,
57,24399,,,0.9609375,0.0996987372636795,,
57,24449,,,0.9921875,0.09764684736728668,,
57,24475,,,,,0.9888333082199097,0.05982668697834015
58,24499,,,0.953125,0.1186714619398117,,
58,24549,,,0.9921875,0.04710577055811882,,
58,24599,,,0.953125,0.14035581052303314,,
58,24649,,,0.984375,0.061204854398965836,,
58,24699,,,0.984375,0.05892787501215935,,
58,24749,,,0.9453125,0.13878382742404938,,
58,24799,,,0.96875,0.08676240593194962,,
58,24849,,,0.9296875,0.1673884391784668,,
58,24897,,,,,0.9888333082199097,0.05812619999051094
59,24899,,,0.9375,0.19062449038028717,,
59,24949,,,0.953125,0.10245485603809357,,
59,24999,,,0.953125,0.13235382735729218,,
59,25049,,,0.9609375,0.09001515805721283,,
59,25099,,,0.96875,0.08612179011106491,,
59,25149,,,0.9765625,0.09440438449382782,,
59,25199,,,0.9375,0.1180015578866005,,
59,25249,,,0.984375,0.052772246301174164,,
59,25299,,,0.9453125,0.15588852763175964,,
59,25319,,,,,0.9886666536331177,0.06454973667860031
60,25349,,,0.9453125,0.10481995344161987,,
60,25399,,,0.9375,0.12506011128425598,,
60,25449,,,0.921875,0.1842644065618515,,
60,25499,,,0.921875,0.14691026508808136,,
60,25549,,,0.9609375,0.1425604224205017,,
60,25599,,,0.953125,0.09072016924619675,,
60,25649,,,0.96875,0.11299443244934082,,
60,25699,,,0.9765625,0.0875055342912674,,
60,25741,,,,,0.9891666769981384,0.06361459195613861
61,25749,,,0.9765625,0.07890426367521286,,
61,25799,,,0.9609375,0.1406935453414917,,
61,25849,,,0.9296875,0.1647307574748993,,
61,25899,,,0.953125,0.15953488647937775,,
61,25949,,,0.9765625,0.07950951159000397,,
61,25999,,,0.9453125,0.12444552034139633,,
61,26049,,,0.9609375,0.09073647856712341,,
61,26099,,,0.96875,0.12275256216526031,,
61,26149,,,0.96875,0.0684819370508194,,
61,26163,,,,,0.9886666536331177,0.06274168193340302
