epoch,step,test_loss,train_loss,val_loss
0,49,,0.9334843754768372,
0,99,,0.5611706376075745,
0,149,,0.3796996474266052,
0,199,,0.3763609230518341,
0,249,,0.30217066407203674,
0,299,,0.40035998821258545,
0,349,,0.3435802757740021,
0,399,,0.08360490947961807,
0,421,,,0.12931887805461884
1,449,,0.26102179288864136,
1,499,,0.17742154002189636,
1,549,,0.27389898896217346,
1,599,,0.30775418877601624,
1,649,,0.24947325885295868,
1,699,,0.23755355179309845,
1,749,,0.11611877381801605,
1,799,,0.31304970383644104,
1,843,,,0.08319703489542007
2,849,,0.2548147439956665,
2,899,,0.1613522469997406,
2,949,,0.10387933254241943,
2,999,,0.13540193438529968,
2,1049,,0.1936637908220291,
2,1099,,0.1855284571647644,
2,1149,,0.17416787147521973,
2,1199,,0.07679988443851471,
2,1249,,0.07721847295761108,
2,1265,,,0.0691942572593689
3,1299,,0.07488986104726791,
3,1349,,0.19729025661945343,
3,1399,,0.11854366213083267,
3,1449,,0.10373947024345398,
3,1499,,0.13556283712387085,
3,1549,,0.07099997997283936,
3,1599,,0.05421225354075432,
3,1649,,0.25360235571861267,
3,1687,,,0.06141388788819313
4,1699,,0.08671379834413528,
4,1749,,0.07809845358133316,
4,1799,,0.04479477182030678,
4,1849,,0.06590086966753006,
4,1899,,0.2389465868473053,
4,1949,,0.10713399946689606,
4,1999,,0.04572733864188194,
4,2049,,0.19319957494735718,
4,2099,,0.17245562374591827,
4,2109,,,0.054267074912786484
5,2149,,0.053153738379478455,
5,2199,,0.19673694670200348,
5,2249,,0.12823621928691864,
5,2299,,0.17132757604122162,
5,2349,,0.11710672080516815,
5,2399,,0.09643591195344925,
5,2449,,0.14175207912921906,
5,2499,,0.06942848861217499,
5,2531,,,0.051320504397153854
6,2549,,0.095919668674469,
6,2599,,0.11041497439146042,
6,2649,,0.03691108897328377,
6,2699,,0.10333545506000519,
6,2749,,0.13464944064617157,
6,2799,,0.1698305606842041,
6,2849,,0.07198585569858551,
6,2899,,0.09736962616443634,
6,2949,,0.044623639434576035,
6,2953,,,0.049305614084005356
7,2999,,0.07044994086027145,
7,3049,,0.09948844462633133,
7,3099,,0.05975485220551491,
7,3149,,0.06360318511724472,
7,3199,,0.045023512095212936,
7,3249,,0.05147090554237366,
7,3299,,0.098861463367939,
7,3349,,0.15508396923542023,
7,3375,,,0.04756224527955055
8,3399,,0.1615787297487259,
8,3449,,0.049048081040382385,
8,3499,,0.16167384386062622,
8,3549,,0.19596053659915924,
8,3599,,0.07520874589681625,
8,3649,,0.06907030940055847,
8,3699,,0.05167105421423912,
8,3749,,0.05114757642149925,
8,3797,,,0.045092448592185974
9,3799,,0.04381275549530983,
9,3849,,0.04049387201666832,
9,3899,,0.04548322409391403,
9,3949,,0.09754065424203873,
9,3999,,0.045411333441734314,
9,4049,,0.0817212387919426,
9,4099,,0.1147846132516861,
9,4149,,0.07498487830162048,
9,4199,,0.0683259442448616,
9,4219,,,0.04551627114415169
10,4249,,0.15122602880001068,
10,4299,,0.07443180680274963,
10,4349,,0.06829539686441422,
10,4399,,0.027796082198619843,
10,4449,,0.0983489602804184,
10,4499,,0.05872129648923874,
10,4549,,0.12590190768241882,
10,4599,,0.13332396745681763,
10,4641,,,0.042735662311315536
11,4649,,0.053081855177879333,
11,4699,,0.08516595512628555,
11,4749,,0.10949372500181198,
11,4799,,0.09416195750236511,
11,4849,,0.06001930311322212,
11,4899,,0.03505619615316391,
11,4949,,0.12419205904006958,
11,4999,,0.05773239955306053,
11,5049,,0.0497824102640152,
11,5063,,,0.04197282716631889
12,5099,,0.05360140651464462,
12,5149,,0.0362241268157959,
12,5199,,0.13115938007831573,
12,5249,,0.09746561199426651,
12,5299,,0.028247755020856857,
12,5349,,0.12075914442539215,
12,5399,,0.07515031099319458,
12,5449,,0.042659737169742584,
12,5485,,,0.04238094016909599
13,5499,,0.09180419892072678,
13,5549,,0.09195893257856369,
13,5599,,0.05779489874839783,
13,5649,,0.07217926532030106,
13,5699,,0.034927647560834885,
13,5749,,0.03645849600434303,
13,5799,,0.04681790620088577,
13,5849,,0.09614229202270508,
13,5899,,0.06334520131349564,
13,5907,,,0.03949461504817009
14,5949,,0.05444137752056122,
14,5999,,0.09339792281389236,
14,6049,,0.03802827000617981,
14,6099,,0.06563754379749298,
14,6149,,0.07962226867675781,
14,6199,,0.049548014998435974,
14,6249,,0.04582903906702995,
14,6299,,0.03655330091714859,
14,6329,,,0.041227687150239944
15,6349,,0.04968170449137688,
15,6399,,0.03437212482094765,
15,6449,,0.04486773908138275,
15,6499,,0.08268449455499649,
15,6549,,0.1658019721508026,
15,6599,,0.08805068582296371,
15,6649,,0.06463523209095001,
15,6699,,0.049938686192035675,
15,6749,,0.10284894704818726,
15,6751,,,0.037515684962272644
16,6799,,0.06472010910511017,
16,6849,,0.09799346327781677,
16,6899,,0.03076389990746975,
16,6949,,0.021542731672525406,
16,6999,,0.053159818053245544,
16,7049,,0.05439268425107002,
16,7099,,0.02481171302497387,
16,7149,,0.0318237841129303,
16,7173,,,0.0387202613055706
17,7199,,0.06249362602829933,
17,7249,,0.058140043169260025,
17,7299,,0.03691024333238602,
17,7349,,0.07039467990398407,
17,7399,,0.03557373210787773,
17,7449,,0.0673288032412529,
17,7499,,0.02893194742500782,
17,7549,,0.13491331040859222,
17,7595,,,0.0375170074403286
18,7599,,0.03442666679620743,
18,7649,,0.09993650019168854,
18,7699,,0.04477003216743469,
