LD=16
Using: cuda
Epoch 1/200 | G_loss: 1.89219 | D_loss: 0.57101 | D_real_accuracy: 96.19141 | D_fake_accuracy: 93.75000
Epoch 2/200 | G_loss: 1.46448 | D_loss: 0.52926 | D_real_accuracy: 97.55859 | D_fake_accuracy: 100.00000
Epoch 3/200 | G_loss: 1.58282 | D_loss: 0.56134 | D_real_accuracy: 94.14062 | D_fake_accuracy: 93.75000
Epoch 4/200 | G_loss: 1.51433 | D_loss: 0.54615 | D_real_accuracy: 96.48438 | D_fake_accuracy: 99.70703
Epoch 5/200 | G_loss: 1.40219 | D_loss: 0.50737 | D_real_accuracy: 99.90234 | D_fake_accuracy: 100.00000
Epoch 6/200 | G_loss: 1.71695 | D_loss: 0.58451 | D_real_accuracy: 95.11719 | D_fake_accuracy: 93.75000
Epoch 7/200 | G_loss: 1.39079 | D_loss: 0.51220 | D_real_accuracy: 99.60938 | D_fake_accuracy: 100.00000
Epoch 8/200 | G_loss: 1.43249 | D_loss: 0.52996 | D_real_accuracy: 99.51172 | D_fake_accuracy: 100.00000
Epoch 9/200 | G_loss: 1.54760 | D_loss: 0.53900 | D_real_accuracy: 97.94922 | D_fake_accuracy: 93.75000
Epoch 10/200 | G_loss: 2.17262 | D_loss: 0.69430 | D_real_accuracy: 86.62109 | D_fake_accuracy: 81.93359
Epoch 11/200 | G_loss: 1.65128 | D_loss: 0.54158 | D_real_accuracy: 96.38672 | D_fake_accuracy: 100.00000
Epoch 12/200 | G_loss: 1.50103 | D_loss: 0.52588 | D_real_accuracy: 98.43750 | D_fake_accuracy: 100.00000
Epoch 13/200 | G_loss: 1.48622 | D_loss: 0.53150 | D_real_accuracy: 97.07031 | D_fake_accuracy: 100.00000
Epoch 14/200 | G_loss: 1.46850 | D_loss: 0.51898 | D_real_accuracy: 99.21875 | D_fake_accuracy: 100.00000
Epoch 15/200 | G_loss: 1.45183 | D_loss: 0.53037 | D_real_accuracy: 98.92578 | D_fake_accuracy: 100.00000
Epoch 16/200 | G_loss: 1.57464 | D_loss: 0.55221 | D_real_accuracy: 96.19141 | D_fake_accuracy: 94.04297
Epoch 17/200 | G_loss: 1.38149 | D_loss: 0.50929 | D_real_accuracy: 99.21875 | D_fake_accuracy: 100.00000
Epoch 18/200 | G_loss: 1.59489 | D_loss: 0.55771 | D_real_accuracy: 95.60547 | D_fake_accuracy: 97.16797
Epoch 19/200 | G_loss: 1.57565 | D_loss: 0.55392 | D_real_accuracy: 95.21484 | D_fake_accuracy: 95.99609
Epoch 20/200 | G_loss: 1.50074 | D_loss: 0.57148 | D_real_accuracy: 93.45703 | D_fake_accuracy: 92.57812
Epoch 21/200 | G_loss: 1.47317 | D_loss: 0.55282 | D_real_accuracy: 96.67969 | D_fake_accuracy: 94.33594
Epoch 22/200 | G_loss: 1.40371 | D_loss: 0.54022 | D_real_accuracy: 97.65625 | D_fake_accuracy: 97.36328
Epoch 23/200 | G_loss: 1.60711 | D_loss: 0.59614 | D_real_accuracy: 90.72266 | D_fake_accuracy: 91.40625
Epoch 24/200 | G_loss: 1.70586 | D_loss: 0.60135 | D_real_accuracy: 90.33203 | D_fake_accuracy: 91.30859
Epoch 25/200 | G_loss: 1.35794 | D_loss: 0.54150 | D_real_accuracy: 96.09375 | D_fake_accuracy: 97.16797
Epoch 26/200 | G_loss: 1.47168 | D_loss: 0.55324 | D_real_accuracy: 95.89844 | D_fake_accuracy: 94.92188
Epoch 27/200 | G_loss: 1.45004 | D_loss: 0.57043 | D_real_accuracy: 93.35938 | D_fake_accuracy: 94.62891
Epoch 28/200 | G_loss: 1.42557 | D_loss: 0.54198 | D_real_accuracy: 97.65625 | D_fake_accuracy: 96.09375
Epoch 29/200 | G_loss: 1.57826 | D_loss: 0.57720 | D_real_accuracy: 91.79688 | D_fake_accuracy: 97.07031
Epoch 30/200 | G_loss: 1.69260 | D_loss: 0.66118 | D_real_accuracy: 84.76562 | D_fake_accuracy: 79.00391
Epoch 31/200 | G_loss: 1.46642 | D_loss: 0.53250 | D_real_accuracy: 98.43750 | D_fake_accuracy: 97.85156
Epoch 32/200 | G_loss: 1.44825 | D_loss: 0.52981 | D_real_accuracy: 98.33984 | D_fake_accuracy: 99.31641
Epoch 33/200 | G_loss: 1.44602 | D_loss: 0.53789 | D_real_accuracy: 97.36328 | D_fake_accuracy: 98.33984
Epoch 34/200 | G_loss: 1.34497 | D_loss: 0.54392 | D_real_accuracy: 96.48438 | D_fake_accuracy: 96.67969
Epoch 35/200 | G_loss: 1.39009 | D_loss: 0.56863 | D_real_accuracy: 90.42969 | D_fake_accuracy: 95.50781
Epoch 36/200 | G_loss: 1.32007 | D_loss: 0.54579 | D_real_accuracy: 96.58203 | D_fake_accuracy: 97.07031
Epoch 37/200 | G_loss: 1.50040 | D_loss: 0.56841 | D_real_accuracy: 93.35938 | D_fake_accuracy: 93.16406
