epoch,step,train_acc,train_loss
0,49,0.328125,1.9561564922332764
0,99,0.453125,1.5617903470993042
0,149,0.5625,1.144992709159851
0,199,0.65625,0.889317512512207
0,249,0.71875,0.9190530776977539
