LD=128
Using: cuda
Epoch 1/400 | G_loss: 1.70735 | D_loss: 0.55215 | D_real_accuracy: 98.87695 | D_fake_accuracy: 88.47656
Epoch 2/400 | G_loss: 1.47971 | D_loss: 0.58111 | D_real_accuracy: 89.25781 | D_fake_accuracy: 89.69727
Epoch 3/400 | G_loss: 1.42638 | D_loss: 0.53781 | D_real_accuracy: 97.16797 | D_fake_accuracy: 93.75000
Epoch 4/400 | G_loss: 1.32373 | D_loss: 0.51004 | D_real_accuracy: 99.51172 | D_fake_accuracy: 100.00000
Epoch 5/400 | G_loss: 1.47211 | D_loss: 0.53893 | D_real_accuracy: 96.77734 | D_fake_accuracy: 96.87500
Epoch 6/400 | G_loss: 1.41866 | D_loss: 0.53299 | D_real_accuracy: 96.72852 | D_fake_accuracy: 98.43750
Epoch 7/400 | G_loss: 1.54630 | D_loss: 0.55634 | D_real_accuracy: 93.50586 | D_fake_accuracy: 94.38477
Epoch 8/400 | G_loss: 1.46208 | D_loss: 0.60312 | D_real_accuracy: 82.81250 | D_fake_accuracy: 93.50586
Epoch 9/400 | G_loss: 1.48194 | D_loss: 0.60029 | D_real_accuracy: 84.81445 | D_fake_accuracy: 84.81445
Epoch 10/400 | G_loss: 1.57480 | D_loss: 0.58871 | D_real_accuracy: 85.20508 | D_fake_accuracy: 87.50000
Epoch 11/400 | G_loss: 1.31610 | D_loss: 0.58746 | D_real_accuracy: 82.22656 | D_fake_accuracy: 92.62695
Epoch 12/400 | G_loss: 1.18123 | D_loss: 0.54643 | D_real_accuracy: 95.65430 | D_fake_accuracy: 100.00000
Epoch 13/400 | G_loss: 1.33021 | D_loss: 0.63187 | D_real_accuracy: 88.76953 | D_fake_accuracy: 89.74609
Epoch 14/400 | G_loss: 1.15788 | D_loss: 0.54732 | D_real_accuracy: 95.31250 | D_fake_accuracy: 100.00000
Epoch 15/400 | G_loss: 1.18316 | D_loss: 0.53637 | D_real_accuracy: 95.70312 | D_fake_accuracy: 100.00000
Epoch 16/400 | G_loss: 1.18863 | D_loss: 0.53371 | D_real_accuracy: 94.67773 | D_fake_accuracy: 100.00000
Epoch 17/400 | G_loss: 1.19676 | D_loss: 0.53217 | D_real_accuracy: 93.75000 | D_fake_accuracy: 100.00000
Epoch 18/400 | G_loss: 1.24842 | D_loss: 0.53292 | D_real_accuracy: 93.79883 | D_fake_accuracy: 100.00000
Epoch 19/400 | G_loss: 1.29241 | D_loss: 0.53511 | D_real_accuracy: 92.48047 | D_fake_accuracy: 100.00000
Epoch 20/400 | G_loss: 1.24132 | D_loss: 0.52484 | D_real_accuracy: 95.60547 | D_fake_accuracy: 100.00000
Epoch 21/400 | G_loss: 1.26278 | D_loss: 0.52767 | D_real_accuracy: 93.99414 | D_fake_accuracy: 100.00000
Epoch 22/400 | G_loss: 1.30791 | D_loss: 0.54191 | D_real_accuracy: 92.18750 | D_fake_accuracy: 97.99805
Epoch 23/400 | G_loss: 1.28320 | D_loss: 0.52073 | D_real_accuracy: 95.94727 | D_fake_accuracy: 100.00000
Epoch 24/400 | G_loss: 1.28369 | D_loss: 0.51965 | D_real_accuracy: 96.09375 | D_fake_accuracy: 100.00000
Epoch 25/400 | G_loss: 1.29897 | D_loss: 0.52024 | D_real_accuracy: 95.31250 | D_fake_accuracy: 100.00000
Epoch 26/400 | G_loss: 1.38580 | D_loss: 0.53982 | D_real_accuracy: 93.60352 | D_fake_accuracy: 96.87500
Epoch 27/400 | G_loss: 1.38206 | D_loss: 0.53554 | D_real_accuracy: 94.04297 | D_fake_accuracy: 98.09570
Epoch 28/400 | G_loss: 1.32701 | D_loss: 0.52215 | D_real_accuracy: 95.65430 | D_fake_accuracy: 100.00000
Epoch 29/400 | G_loss: 1.34012 | D_loss: 0.52128 | D_real_accuracy: 94.97070 | D_fake_accuracy: 100.00000
Epoch 30/400 | G_loss: 1.34891 | D_loss: 0.51985 | D_real_accuracy: 96.14258 | D_fake_accuracy: 100.00000
Epoch 31/400 | G_loss: 1.33722 | D_loss: 0.51982 | D_real_accuracy: 95.99609 | D_fake_accuracy: 100.00000
Epoch 32/400 | G_loss: 1.38995 | D_loss: 0.51632 | D_real_accuracy: 96.82617 | D_fake_accuracy: 100.00000
Epoch 33/400 | G_loss: 1.51273 | D_loss: 0.56969 | D_real_accuracy: 92.28516 | D_fake_accuracy: 91.94336
Epoch 34/400 | G_loss: 1.45220 | D_loss: 0.55279 | D_real_accuracy: 91.55273 | D_fake_accuracy: 96.87500
Epoch 35/400 | G_loss: 1.36460 | D_loss: 0.52196 | D_real_accuracy: 95.89844 | D_fake_accuracy: 100.00000
