epoch,step,test_loss,train_loss,val_loss
0,49,,1.4872894287109375,
0,99,,0.8251382112503052,
0,149,,0.748898446559906,
0,199,,0.6070361733436584,
0,249,,0.7258118987083435,
0,299,,0.6311947703361511,
0,349,,0.44536739587783813,
0,399,,0.4928096830844879,
0,421,,,0.25336897373199463
1,449,,0.3563539385795593,
1,499,,0.5329919457435608,
1,549,,0.3769426941871643,
1,599,,0.4302341639995575,
1,649,,0.2995147407054901,
1,699,,0.4199354350566864,
1,749,,0.28581979870796204,
1,799,,0.2734414339065552,
1,843,,,0.19219614565372467
2,849,,0.32206985354423523,
2,899,,0.4277036786079407,
2,949,,0.22327549755573273,
2,999,,0.3264360725879669,
2,1049,,0.2568936347961426,
2,1099,,0.13970085978507996,
2,1149,,0.24621132016181946,
2,1199,,0.10730936378240585,
2,1249,,0.21208946406841278,
2,1265,,,0.15977026522159576
3,1299,,0.2314194142818451,
3,1349,,0.23996461927890778,
3,1399,,0.29350656270980835,
3,1449,,0.2043248862028122,
3,1499,,0.4049230217933655,
3,1549,,0.46607542037963867,
3,1599,,0.1531659960746765,
3,1649,,0.4211808443069458,
3,1687,,,0.14341305196285248
4,1699,,0.30483725666999817,
4,1749,,0.22443193197250366,
4,1799,,0.2094184160232544,
4,1849,,0.14824460446834564,
4,1899,,0.17940805852413177,
4,1949,,0.2518431842327118,
4,1999,,0.3287756145000458,
4,2049,,0.25433942675590515,
4,2099,,0.24092857539653778,
4,2109,,,0.13131240010261536
5,2149,,0.15247946977615356,
5,2199,,0.18750767409801483,
5,2249,,0.15675486624240875,
5,2299,,0.27574631571769714,
5,2349,,0.23147864639759064,
5,2399,,0.2672048509120941,
5,2449,,0.14471662044525146,
5,2499,,0.19939982891082764,
5,2531,,,0.12633080780506134
6,2549,,0.26711589097976685,
6,2599,,0.320971816778183,
6,2649,,0.14593125879764557,
6,2699,,0.1538127213716507,
6,2749,,0.15787214040756226,
6,2799,,0.28069019317626953,
6,2849,,0.2334280163049698,
6,2899,,0.3849606513977051,
6,2949,,0.23108136653900146,
6,2953,,,0.11872058361768723
7,2999,,0.28690144419670105,
7,3049,,0.12416201829910278,
7,3099,,0.08124645054340363,
7,3149,,0.1846616119146347,
7,3199,,0.11835837364196777,
7,3249,,0.07366504520177841,
7,3299,,0.19093261659145355,
7,3349,,0.2385057955980301,
7,3375,,,0.11640261858701706
8,3399,,0.16017763316631317,
8,3449,,0.12490350008010864,
8,3499,,0.29366931319236755,
8,3549,,0.1916421502828598,
8,3599,,0.1438242346048355,
8,3649,,0.15519046783447266,
8,3699,,0.11506184935569763,
8,3749,,0.0896880254149437,
8,3797,,,0.11079083383083344
9,3799,,0.14472396671772003,
9,3849,,0.09439007192850113,
9,3899,,0.04971405863761902,
9,3949,,0.11753800511360168,
9,3999,,0.1046794205904007,
9,4049,,0.15989743173122406,
9,4099,,0.34604647755622864,
9,4149,,0.12695345282554626,
9,4199,,0.15298044681549072,
9,4219,,,0.11171106994152069
10,4220,0.10245175659656525,,
10,4220,0.10245175659656525,,
