epoch,step,train_loss,val_loss
10,4641,,0.10133656114339828
11,4649,0.11862824112176895,
11,4699,0.11041544377803802,
11,4749,0.0993504598736763,
11,4799,0.15413932502269745,
11,4849,0.18691574037075043,
11,4899,0.22525376081466675,
11,4949,0.16757690906524658,
11,4999,0.1487722396850586,
11,5049,0.12262508273124695,
11,5063,,0.0958390161395073
12,5099,0.15355318784713745,
12,5149,0.10810492932796478,
12,5199,0.1585315763950348,
12,5249,0.29513299465179443,
12,5299,0.07169853150844574,
12,5349,0.24611039459705353,
12,5399,0.15220816433429718,
12,5449,0.09411861002445221,
12,5485,,0.10048961639404297
13,5499,0.22639799118041992,
13,5549,0.12187578529119492,
13,5599,0.06419812887907028,
13,5649,0.05514907464385033,
13,5699,0.14142997562885284,
13,5749,0.0893007442355156,
13,5799,0.14544086158275604,
13,5849,0.06335891783237457,
13,5899,0.19526951014995575,
13,5907,,0.10154172778129578
14,5949,0.19807255268096924,
14,5999,0.11401012539863586,
14,6049,0.17798268795013428,
14,6099,0.13628165423870087,
14,6149,0.09153209626674652,
14,6199,0.3606293797492981,
14,6249,0.21734033524990082,
14,6299,0.2426133155822754,
14,6329,,0.09971022605895996
15,6349,0.07575030624866486,
15,6399,0.13993236422538757,
15,6449,0.12898357212543488,
15,6499,0.3095490634441376,
15,6549,0.10882844030857086,
15,6599,0.08997998386621475,
15,6649,0.13022476434707642,
15,6699,0.10315462201833725,
15,6749,0.14574867486953735,
15,6751,,0.09922759234905243
16,6799,0.15258830785751343,
16,6849,0.1534091681241989,
16,6899,0.08814699202775955,
16,6949,0.1824934184551239,
16,6999,0.10696438699960709,
16,7049,0.09478859603404999,
16,7099,0.10868647694587708,
16,7149,0.14491014182567596,
16,7173,,0.09515354782342911
17,7199,0.13294556736946106,
17,7249,0.051546573638916016,
17,7299,0.13989615440368652,
17,7349,0.2074330896139145,
17,7399,0.13109999895095825,
17,7449,0.11389930546283722,
17,7499,0.07171790301799774,
17,7549,0.08837313950061798,
17,7595,,0.10261441767215729
18,7599,0.12170599400997162,
18,7649,0.2358369380235672,
18,7699,0.08696538954973221,
18,7749,0.11079444736242294,
18,7799,0.25433483719825745,
18,7849,0.27974262833595276,
18,7899,0.1398244947195053,
18,7949,0.0675213634967804,
18,7999,0.1276622712612152,
18,8017,,0.1017768383026123
19,8049,0.16423611342906952,
19,8099,0.07727599889039993,
19,8149,0.12335029244422913,
19,8199,0.16736483573913574,
19,8249,0.10706277936697006,
19,8299,0.11797352135181427,
19,8349,0.10620198398828506,
19,8399,0.27719274163246155,
19,8439,,0.09721436351537704
20,8449,0.23773150146007538,
20,8499,0.06509686261415482,
20,8549,0.0643724575638771,
20,8599,0.11943995207548141,
20,8649,0.07347339391708374,
20,8699,0.09542672336101532,
20,8749,0.03153485804796219,
20,8799,0.11303303390741348,
20,8849,0.0810091570019722,
20,8861,,0.09569540619850159
21,8899,0.12191653996706009,
21,8949,0.105257548391819,
21,8999,0.15155883133411407,
21,9049,0.11044974625110626,
21,9099,0.07232591509819031,
21,9149,0.10116758197546005,
21,9199,0.07664847373962402,
21,9249,0.2708447575569153,
21,9283,,0.09599938243627548
22,9299,0.3476894497871399,
22,9349,0.09005507826805115,
22,9399,0.07933849096298218,
22,9449,0.08526739478111267,
22,9499,0.13000327348709106,
22,9549,0.08920936286449432,
22,9599,0.07980580627918243,
22,9649,0.0712953507900238,
22,9699,0.08060725033283234,
22,9705,,0.09933356940746307
23,9749,0.09889422357082367,
23,9799,0.02716616913676262,
23,9849,0.29520562291145325,
23,9899,0.1609915792942047,
23,9949,0.07544321566820145,
23,9999,0.08011320233345032,
23,10049,0.0838397741317749,
23,10099,0.08570622652769089,
23,10127,,0.09607800096273422
24,10149,0.19818150997161865,
24,10199,0.04212921857833862,
24,10249,0.14906874299049377,
24,10299,0.08848290145397186,
24,10349,0.04592057690024376,
24,10399,0.10745488107204437,
24,10449,0.11378756165504456,
24,10499,0.12601512670516968,
24,10549,0.09450836479663849,
24,10549,,0.09412464499473572
25,10599,0.1494303196668625,
25,10649,0.042776111513376236,
25,10699,0.07572659105062485,
25,10749,0.06436464190483093,
25,10799,0.06916821748018265,
25,10849,0.04896117374300957,
25,10899,0.13097192347049713,
25,10949,0.09955364465713501,
25,10971,,0.09918088465929031
26,10999,0.14555275440216064,
26,11049,0.05486760288476944,
26,11099,0.16139474511146545,
26,11149,0.4628673195838928,
26,11199,0.05817663297057152,
26,11249,0.24150937795639038,
26,11299,0.09747468680143356,
26,11349,0.04660174623131752,
26,11393,,0.10165159404277802
27,11399,0.046716105192899704,
27,11449,0.08493497967720032,
27,11499,0.08472219854593277,
27,11549,0.18122974038124084,
27,11599,0.08432003855705261,
27,11649,0.10107990354299545,
27,11699,0.07369717210531235,
27,11749,0.04838672652840614,
27,11799,0.08187573403120041,
27,11815,,0.09340551495552063
28,11849,0.0656902939081192,
28,11899,0.12769782543182373,
28,11949,0.06358667463064194,
28,11999,0.12734879553318024,
28,12049,0.2146727442741394,
28,12099,0.16981051862239838,
28,12149,0.13143913447856903,
28,12199,0.1306730955839157,
28,12237,,0.09617514163255692
29,12249,0.2300790548324585,
29,12299,0.19134022295475006,
29,12349,0.0919981300830841,
29,12399,0.05102948844432831,
29,12449,0.04146101325750351,
29,12499,0.10359589010477066,
29,12549,0.0602978877723217,
29,12599,0.05052189156413078,
29,12649,0.24348881840705872,
29,12659,,0.09754614531993866
30,12699,0.08549237251281738,
30,12749,0.08164487779140472,
30,12799,0.07587828487157822,
30,12849,0.19380703568458557,
30,12899,0.1559172123670578,
30,12949,0.1828027218580246,
30,12999,0.02126416563987732,
30,13049,0.18488852679729462,
30,13081,,0.09018339216709137
31,13099,0.0479983426630497,
31,13149,0.29753074049949646,
31,13199,0.06049070134758949,
31,13249,0.09726371616125107,
31,13299,0.16733810305595398,
31,13349,0.07490424066781998,
31,13399,0.11924053728580475,
31,13449,0.12075167894363403,
31,13499,0.1299990862607956,
31,13503,,0.10493120551109314
32,13549,0.17133088409900665,
32,13599,0.12047342956066132,
32,13649,0.04881620407104492,
32,13699,0.10102632641792297,
32,13749,0.057497598230838776,
32,13799,0.0868849977850914,
32,13849,0.0467752069234848,
32,13899,0.1065920814871788,
32,13925,,0.10058514773845673
33,13949,0.14958299696445465,
33,13999,0.10311596095561981,
33,14049,0.0729980617761612,
33,14099,0.09060188382863998,
33,14149,0.15326367318630219,
33,14199,0.057270534336566925,
33,14249,0.053013596683740616,
33,14299,0.01600426807999611,
33,14347,,0.104543037712574
34,14349,0.04027271643280983,
34,14399,0.055380288511514664,
34,14449,0.04987969994544983,
34,14499,0.09839242696762085,
34,14549,0.1399131715297699,
34,14599,0.09406542778015137,
34,14649,0.03205988556146622,
34,14699,0.05755980312824249,
34,14749,0.03569364547729492,
34,14769,,0.09909045696258545
35,14799,0.07017304748296738,
35,14849,0.07851072400808334,
35,14899,0.07077425718307495,
35,14949,0.05265010520815849,
35,14999,0.05833343043923378,
35,15049,0.048074111342430115,
35,15099,0.047625165432691574,
35,15149,0.1389123946428299,
35,15191,,0.10613557696342468
36,15199,0.1763167679309845,
36,15249,0.067573681473732,
36,15299,0.04169807955622673,
36,15349,0.04892110824584961,
36,15399,0.1511159986257553,
36,15449,0.12088058143854141,
36,15499,0.026839381083846092,
36,15549,0.057499367743730545,
36,15599,0.09874550253152847,
36,15613,,0.1022307425737381
37,15649,0.06744224578142166,
37,15699,0.10770492255687714,
37,15749,0.05778590589761734,
37,15799,0.06157275661826134,
37,15849,0.06020332872867584,
37,15899,0.0850154384970665,
37,15949,0.08383523672819138,
37,15999,0.03166281804442406,
37,16035,,0.10562470555305481
38,16049,0.1914658099412918,
38,16099,0.038984913378953934,
38,16149,0.07375591993331909,
38,16199,0.0855104923248291,
38,16249,0.12163528800010681,
38,16299,0.09520631283521652,
38,16349,0.05816475301980972,
38,16399,0.0637773722410202,
38,16449,0.07559148967266083,
38,16457,,0.09092971682548523
39,16499,0.11257938295602798,
39,16549,0.11933406442403793,
39,16599,0.07792599499225616,
39,16649,0.15216204524040222,
39,16699,0.11531234532594681,
39,16749,0.2292327731847763,
39,16799,0.13023890554904938,
39,16849,0.08005594462156296,
