epoch,step,train_loss,val_loss
0,49,1.4290326833724976,
0,99,0.9169094562530518,
0,149,0.6378445625305176,
0,199,0.6138936281204224,
0,249,0.6122618913650513,
0,299,0.5557546615600586,
0,349,0.4628637433052063,
0,399,0.451829731464386,
0,421,,0.25190383195877075
1,449,0.377554327249527,
1,499,0.4098171889781952,
1,549,0.46470770239830017,
1,599,0.46907439827919006,
1,649,0.323053777217865,
1,699,0.5680475831031799,
1,749,0.2514846920967102,
1,799,0.18748041987419128,
1,843,,0.18693536520004272
2,849,0.2081345021724701,
2,899,0.41584450006484985,
2,949,0.23634570837020874,
2,999,0.25432005524635315,
2,1049,0.2787972688674927,
2,1099,0.29575589299201965,
2,1149,0.20402829349040985,
2,1199,0.16340968012809753,
2,1249,0.2467939406633377,
2,1265,,0.15193291008472443
3,1299,0.17366108298301697,
3,1349,0.24515296518802643,
3,1399,0.19956812262535095,
3,1449,0.23762653768062592,
3,1499,0.3531219959259033,
3,1549,0.3401997685432434,
3,1599,0.1817871630191803,
3,1649,0.43303149938583374,
3,1687,,0.137356698513031
4,1699,0.34688469767570496,
4,1749,0.2600976526737213,
4,1799,0.1782972514629364,
4,1849,0.21397581696510315,
4,1899,0.17566172778606415,
4,1949,0.27127623558044434,
4,1999,0.308929979801178,
4,2049,0.2546249330043793,
4,2099,0.29260534048080444,
4,2109,,0.1284284144639969
5,2149,0.23172998428344727,
5,2199,0.27104490995407104,
5,2249,0.23232541978359222,
5,2299,0.2587561309337616,
5,2349,0.2531365752220154,
5,2399,0.2611044943332672,
5,2449,0.10525040328502655,
5,2499,0.24511711299419403,
5,2531,,0.12112057209014893
6,2549,0.1975807398557663,
6,2599,0.21151183545589447,
6,2649,0.1905747652053833,
6,2699,0.1765737235546112,
6,2749,0.20702417194843292,
6,2799,0.3046324551105499,
6,2849,0.14124207198619843,
6,2899,0.3369058668613434,
6,2949,0.2032533586025238,
6,2953,,0.11424155533313751
7,2999,0.2804982662200928,
7,3049,0.156875878572464,
7,3099,0.12214775383472443,
7,3149,0.197707861661911,
7,3199,0.1207265630364418,
7,3249,0.10651179403066635,
7,3299,0.24134506285190582,
7,3349,0.19081513583660126,
7,3375,,0.11189498752355576
8,3399,0.13604366779327393,
8,3449,0.08204717189073563,
8,3499,0.08688570559024811,
8,3549,0.2355487197637558,
8,3599,0.14861442148685455,
8,3649,0.22599531710147858,
8,3699,0.0858321487903595,
8,3749,0.15026329457759857,
8,3797,,0.10515191406011581
9,3799,0.11311505734920502,
9,3849,0.12186818569898605,
9,3899,0.1284167617559433,
9,3949,0.0739966481924057,
9,3999,0.11397493630647659,
9,4049,0.1626448780298233,
9,4099,0.1325419396162033,
9,4149,0.12111149728298187,
9,4199,0.1798216700553894,
9,4219,,0.10566695034503937
10,4249,0.10616964846849442,
10,4299,0.11959991604089737,
10,4349,0.2738407552242279,
10,4399,0.10956035554409027,
10,4449,0.11502276360988617,
10,4499,0.13318751752376556,
10,4549,0.08739485591650009,
10,4599,0.27394527196884155,
